# CREATED BY GENE DIAGNOSTICS TOOL on Tue Sep 29 20:51:03 2020
# diag: nrgsummary, run(s): 0018, time window: 0-160.01151(1 steps), species: ions
# original data path: /home/stirkas/Workspace/GENE/genecode/Archives/ImpurityRuns/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  5.0083E+01  2.0634E+00  4.5522E+01 -2.1074E+00
  5.0282E+01  2.0968E+00  4.6032E+01 -2.2395E+00
  5.0482E+01  2.0701E+00  4.6612E+01 -2.3409E+00
  5.0681E+01  1.9999E+00  4.7241E+01 -2.3908E+00
  5.0881E+01  1.9383E+00  4.7884E+01 -2.3929E+00
  5.1080E+01  1.9279E+00  4.8527E+01 -2.3673E+00
  5.1280E+01  1.9699E+00  4.9169E+01 -2.3180E+00
  5.1479E+01  2.0257E+00  4.9803E+01 -2.2383E+00
  5.1679E+01  2.0366E+00  5.0402E+01 -2.1293E+00
  5.1878E+01  1.9911E+00  5.0931E+01 -2.0113E+00
  5.2078E+01  1.9113E+00  5.1379E+01 -1.9131E+00
  5.2278E+01  1.8566E+00  5.1783E+01 -1.8268E+00
  5.2477E+01  1.8361E+00  5.2197E+01 -1.7320E+00
  5.2677E+01  1.8496E+00  5.2661E+01 -1.6282E+00
  5.2876E+01  1.9026E+00  5.3201E+01 -1.5611E+00
  5.3076E+01  1.9572E+00  5.3776E+01 -1.5729E+00
  5.3275E+01  1.9819E+00  5.4308E+01 -1.6482E+00
  5.3475E+01  2.0033E+00  5.4738E+01 -1.7442E+00
  5.3674E+01  2.0336E+00  5.5029E+01 -1.8186E+00
  5.3868E+01  2.0710E+00  5.5169E+01 -1.8549E+00
  5.4057E+01  2.1014E+00  5.5199E+01 -1.8718E+00
  5.4246E+01  2.1265E+00  5.5169E+01 -1.8856E+00
  5.4436E+01  2.1384E+00  5.5068E+01 -1.8841E+00
  5.4625E+01  2.1289E+00  5.4860E+01 -1.8260E+00
  5.4814E+01  2.1009E+00  5.4581E+01 -1.7037E+00
  5.5003E+01  2.1214E+00  5.4350E+01 -1.5624E+00
  5.5193E+01  2.2043E+00  5.4274E+01 -1.4408E+00
  5.5382E+01  2.3135E+00  5.4400E+01 -1.3137E+00
  5.5571E+01  2.4080E+00  5.4715E+01 -1.1231E+00
  5.5761E+01  2.4880E+00  5.5150E+01 -8.3591E-01
  5.5950E+01  2.5643E+00  5.5616E+01 -4.6674E-01
  5.6139E+01  2.6182E+00  5.6042E+01 -5.3939E-02
  5.6329E+01  2.6305E+00  5.6398E+01  3.7597E-01
  5.6518E+01  2.5797E+00  5.6648E+01  7.9094E-01
  5.6707E+01  2.5257E+00  5.6761E+01  1.1458E+00
  5.6897E+01  2.4970E+00  5.6735E+01  1.4390E+00
  5.7086E+01  2.4505E+00  5.6605E+01  1.6860E+00
  5.7275E+01  2.4224E+00  5.6440E+01  1.8904E+00
  5.7464E+01  2.4457E+00  5.6291E+01  2.0671E+00
  5.7654E+01  2.4865E+00  5.6132E+01  2.2389E+00
  5.7843E+01  2.5122E+00  5.5938E+01  2.4091E+00
  5.8032E+01  2.5016E+00  5.5715E+01  2.5572E+00
  5.8222E+01  2.4726E+00  5.5463E+01  2.6574E+00
  5.8411E+01  2.4655E+00  5.5185E+01  2.7122E+00
  5.8600E+01  2.4814E+00  5.4889E+01  2.7534E+00
  5.8790E+01  2.5123E+00  5.4610E+01  2.8141E+00
  5.8979E+01  2.5472E+00  5.4418E+01  2.9297E+00
  5.9168E+01  2.5516E+00  5.4345E+01  3.0866E+00
  5.9357E+01  2.5315E+00  5.4348E+01  3.2142E+00
  5.9547E+01  2.5102E+00  5.4363E+01  3.2931E+00
  5.9736E+01  2.4670E+00  5.4317E+01  3.3429E+00
  5.9925E+01  2.3934E+00  5.4131E+01  3.3680E+00
  6.0115E+01  2.3259E+00  5.3775E+01  3.3570E+00
  6.0304E+01  2.2986E+00  5.3290E+01  3.3148E+00
  6.0493E+01  2.3169E+00  5.2718E+01  3.2453E+00
  6.0683E+01  2.3450E+00  5.2048E+01  3.1502E+00
  6.0872E+01  2.3545E+00  5.1260E+01  3.0279E+00
  6.1061E+01  2.3223E+00  5.0396E+01  2.8768E+00
  6.1250E+01  2.2356E+00  4.9542E+01  2.7050E+00
  6.1440E+01  2.1124E+00  4.8768E+01  2.5325E+00
